"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_posrt"
"1046","27.514100","65.54.95.140","192.168.3.131","HTTP","592","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56039"
"1047","27.514144","192.168.3.131","65.54.95.140","TCP","54","56039  >  80 [ACK] Seq=1201 Ack=8681 Win=65700 Len=0","56039","80"
"1048","27.515573","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=4747 Ack=1204 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1049","27.515574","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=6207 Ack=1204 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1050","27.515575","65.54.95.140","192.168.3.131","HTTP","970","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56040"
"1051","27.515613","192.168.3.131","65.54.95.140","TCP","54","56040  >  80 [ACK] Seq=1204 Ack=8583 Win=65700 Len=0","56040","80"
"1052","27.516379","65.54.95.140","192.168.3.131","HTTP","601","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56036"
"1053","27.516396","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=1204 Ack=8327 Win=65700 Len=0","56036","80"
"1054","27.520739","207.46.148.38","192.168.3.131","TCP","62","80  >  56042 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 SACK_PERM=1","80","56042"
"1055","27.520779","192.168.3.131","207.46.148.38","TCP","54","56042  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","56042","80"
"1056","27.521009","192.168.3.131","207.46.148.38","HTTP","692","GET /DRN/iview/155580763/direct;;wi.728;hi.90/01?click= HTTP/1.1 ","56042","80"
"1057","27.544352","207.46.148.38","192.168.3.131","HTTP","627","HTTP/1.1 200 OK  (text/html)","80","56042"
"1058","27.544420","192.168.3.131","207.46.148.38","TCP","54","56042  >  80 [ACK] Seq=639 Ack=575 Win=63667 Len=0","56042","80"
"1059","27.544790","192.168.3.131","207.46.148.38","TCP","54","56042  >  80 [FIN, ACK] Seq=639 Ack=575 Win=63667 Len=0","56042","80"
"1060","27.557943","207.46.148.38","192.168.3.131","TCP","60","80  >  56042 [ACK] Seq=575 Ack=640 Win=64240 Len=0","80","56042"
"1061","27.624179","192.168.3.131","65.55.118.107","TCP","54","56035  >  80 [ACK] Seq=660 Ack=312 Win=65388 Len=0","56035","80"
"1062","27.646211","192.168.3.131","206.108.207.139","TCP","54","55960  >  80 [ACK] Seq=1207 Ack=1045 Win=64656 Len=0","55960","80"
"1063","27.680211","192.168.3.131","65.55.5.231","HTTP","775","GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CELPR1&AP=1402 HTTP/1.1 ","55959","80"
"1064","27.685182","192.168.3.131","65.55.206.199","TCP","54","56034  >  80 [ACK] Seq=628 Ack=5949 Win=64132 Len=0","56034","80"
"1065","27.699008","192.168.3.131","65.54.95.140","HTTP","655","GET /i/A1/7DE57E9BEF5AE16B8B5AB52509537.jpg HTTP/1.1 ","56037","80"
"1066","27.700795","65.55.5.231","192.168.3.131","HTTP","919","HTTP/1.1 200 OK  (text/html)","80","55959"
"1067","27.713646","65.54.95.140","192.168.3.131","TCP","1514","80  >  56037 [ACK] Seq=31459 Ack=1204 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56037"
"1068","27.714467","65.54.95.140","192.168.3.131","TCP","1514","80  >  56037 [ACK] Seq=32919 Ack=1204 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56037"
"1069","27.714499","192.168.3.131","65.54.95.140","TCP","54","56037  >  80 [ACK] Seq=1204 Ack=34379 Win=65700 Len=0","56037","80"
"1070","27.715275","65.54.95.140","192.168.3.131","TCP","1514","80  >  56037 [ACK] Seq=34379 Ack=1204 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56037"
"1071","27.715277","65.54.95.140","192.168.3.131","HTTP","824","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56037"
"1072","27.715334","192.168.3.131","65.54.95.140","TCP","54","56037  >  80 [ACK] Seq=1204 Ack=36609 Win=65700 Len=0","56037","80"
"1073","27.770390","192.168.3.131","65.54.95.216","TCP","66","56044  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56044","80"
"1074","27.771087","192.168.3.131","65.54.95.140","TCP","54","[TCP Window Update] 56041  >  80 [ACK] Seq=1204 Ack=18783 Win=65700 Len=0","56041","80"
"1075","27.772551","192.168.3.131","65.54.95.140","HTTP","655","GET /i/10/3780FCD298ADD6F351F7B3661F426.jpg HTTP/1.1 ","56039","80"
"1076","27.772837","192.168.3.131","65.54.95.140","HTTP","656","GET /i/E0/A96E9828534E27B56436122B6B2825.jpg HTTP/1.1 ","56040","80"
"1077","27.773043","192.168.3.131","65.54.95.140","HTTP","652","GET /i/81/3A987E57F1363F6EB9376A1EB3.jpg HTTP/1.1 ","56036","80"
"1078","27.773224","192.168.3.131","65.54.95.140","HTTP","655","GET /i/82/61AF51D377A9B6585B98789A12BE3.jpg HTTP/1.1 ","56038","80"
"1079","27.773345","192.168.3.131","65.54.95.140","HTTP","656","GET /i/B5/1F69A0DA2D81D9F4EEBFE7FB8CD747.jpg HTTP/1.1 ","56041","80"
"1080","27.783571","65.54.95.216","192.168.3.131","TCP","66","80  >  56044 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","80","56044"
"1081","27.783613","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","56044","80"
"1082","27.783848","192.168.3.131","65.54.95.216","HTTP","584","GET /b/VEDRNDRCNVTG/102308_VacationsToGo_V1_728x90.gif HTTP/1.1 ","56044","80"
"1083","27.787075","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=8681 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1084","27.788319","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=10141 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1085","27.788339","192.168.3.131","65.54.95.140","TCP","54","56039  >  80 [ACK] Seq=1802 Ack=11601 Win=65700 Len=0","56039","80"
"1086","27.789111","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=11601 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1087","27.789114","65.54.95.140","192.168.3.131","HTTP","243","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56039"
"1088","27.789114","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=8583 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1089","27.789158","192.168.3.131","65.54.95.140","TCP","54","56039  >  80 [ACK] Seq=1802 Ack=13250 Win=65700 Len=0","56039","80"
"1090","27.789926","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=10043 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1091","27.789927","65.54.95.140","192.168.3.131","HTTP","451","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56040"
"1092","27.789953","192.168.3.131","65.54.95.140","TCP","54","56040  >  80 [ACK] Seq=1806 Ack=11900 Win=65700 Len=0","56040","80"
"1093","27.791479","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=8327 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1094","27.791480","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=9787 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1095","27.791511","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=1802 Ack=11247 Win=65700 Len=0","56036","80"
"1096","27.792251","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=11247 Ack=1802 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1097","27.792253","65.54.95.140","192.168.3.131","HTTP","721","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56036"
"1098","27.792281","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=1802 Ack=13374 Win=65700 Len=0","56036","80"
"1099","27.793032","65.54.95.140","192.168.3.131","TCP","1514","80  >  56038 [ACK] Seq=9163 Ack=1803 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56038"
"1100","27.793818","65.54.95.140","192.168.3.131","TCP","1514","80  >  56038 [ACK] Seq=10623 Ack=1803 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56038"
"1101","27.793837","192.168.3.131","65.54.95.140","TCP","54","56038  >  80 [ACK] Seq=1803 Ack=12083 Win=65700 Len=0","56038","80"
"1102","27.794605","65.54.95.140","192.168.3.131","TCP","1514","80  >  56038 [ACK] Seq=12083 Ack=1803 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56038"
"1103","27.794606","65.54.95.140","192.168.3.131","HTTP","730","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56038"
"1104","27.794638","192.168.3.131","65.54.95.140","TCP","54","56038  >  80 [ACK] Seq=1803 Ack=14219 Win=65700 Len=0","56038","80"
"1105","27.795380","65.54.95.140","192.168.3.131","TCP","1514","80  >  56041 [ACK] Seq=18783 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56041"
"1106","27.795382","65.54.95.140","192.168.3.131","TCP","1514","80  >  56041 [ACK] Seq=20243 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56041"
"1107","27.795418","192.168.3.131","65.54.95.140","TCP","54","56041  >  80 [ACK] Seq=1806 Ack=21703 Win=65700 Len=0","56041","80"
"1108","27.796160","65.54.95.140","192.168.3.131","TCP","1514","80  >  56041 [ACK] Seq=21703 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56041"
"1109","27.796161","65.54.95.140","192.168.3.131","HTTP","87","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56041"
"1110","27.796191","192.168.3.131","65.54.95.140","TCP","54","56041  >  80 [ACK] Seq=1806 Ack=23196 Win=65700 Len=0","56041","80"
"1111","27.801543","65.54.95.216","192.168.3.131","TCP","60","[TCP Window Update] 80  >  56044 [ACK] Seq=1 Ack=1 Win=100736 Len=0","80","56044"
"1112","27.803810","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=1 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1113","27.804598","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=1461 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1114","27.804621","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=2921 Win=65700 Len=0","56044","80"
"1115","27.817803","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=2921 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1116","27.819056","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=4381 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1117","27.819081","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=5841 Win=65700 Len=0","56044","80"
"1118","27.819873","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=5841 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1119","27.819875","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=7301 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1120","27.819901","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=8761 Win=65700 Len=0","56044","80"
"1121","27.822182","192.168.3.131","65.54.95.140","HTTP","656","GET /i/D9/703E2A1EEFD53133CAB1A3F4297D84.jpg HTTP/1.1 ","56037","80"
"1122","27.822969","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=8761 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1123","27.832528","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=10221 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1124","27.832611","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=11681 Win=64240 Len=0","56044","80"
"1125","27.833364","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=11681 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1126","27.833367","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=13141 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1127","27.833393","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=14601 Win=61320 Len=0","56044","80"
"1128","27.834140","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=14601 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1129","27.834141","65.54.95.216","192.168.3.131","TCP","1514","80  >  56044 [ACK] Seq=16061 Ack=531 Win=100736 Len=1460 [TCP segment of a reassembled PDU]","80","56044"
"1130","27.834142","65.54.95.216","192.168.3.131","HTTP","647","HTTP/1.1 200 OK  (GIF89a)","80","56044"
"1131","27.834186","192.168.3.131","65.54.95.216","TCP","54","56044  >  80 [ACK] Seq=531 Ack=18114 Win=57804 Len=0","56044","80"
"1132","27.839556","65.54.95.140","192.168.3.131","TCP","1514","80  >  56037 [ACK] Seq=36609 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56037"
"1133","27.840363","65.54.95.140","192.168.3.131","TCP","1514","80  >  56037 [ACK] Seq=38069 Ack=1806 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56037"
"1134","27.840364","65.54.95.140","192.168.3.131","HTTP","1420","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56037"
"1135","27.840395","192.168.3.131","65.54.95.140","TCP","54","56037  >  80 [ACK] Seq=1806 Ack=40895 Win=65700 Len=0","56037","80"
"1136","27.905225","192.168.3.131","65.55.5.231","TCP","54","55959  >  80 [ACK] Seq=1371 Ack=1878 Win=64240 Len=0","55959","80"
"1137","28.004445","192.168.3.131","65.55.5.232","HTTP","775","GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CAELCC&AP=1402 HTTP/1.1 ","55962","80"
"1138","28.021522","192.168.3.131","65.54.95.140","HTTP","655","GET /br/gbl/css/9/decoration/graybullet.gif HTTP/1.1 ","56027","80"
"1139","28.023241","192.168.3.131","65.54.95.140","HTTP","654","GET /i/83/BBF0B9FDDA8D2A52112FC0C5507F.jpg HTTP/1.1 ","56040","80"
"1140","28.023390","192.168.3.131","65.54.95.216","TCP","54","[TCP Window Update] 56044  >  80 [ACK] Seq=531 Ack=18114 Win=61276 Len=0","56044","80"
"1141","28.023994","192.168.3.131","65.54.95.140","HTTP","655","GET /i/71/494DB37D2C432E6D01AE328FEA225.jpg HTTP/1.1 ","56039","80"
"1142","28.024189","192.168.3.131","65.54.95.140","HTTP","653","GET /i/5D/123A75A9EF84BEC1D15EE1E8031.jpg HTTP/1.1 ","56036","80"
"1143","28.025544","65.55.5.232","192.168.3.131","HTTP","1408","HTTP/1.1 200 OK  (text/html)","80","55962"
"1144","28.034775","65.54.95.140","192.168.3.131","HTTP","530","HTTP/1.1 200 OK  (GIF89a)","80","56027"
"1145","28.037649","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=11900 Ack=2406 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1146","28.038485","65.54.95.140","192.168.3.131","TCP","1514","80  >  56040 [ACK] Seq=13360 Ack=2406 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56040"
"1147","28.038488","65.54.95.140","192.168.3.131","HTTP","930","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56040"
"1148","28.038557","192.168.3.131","65.54.95.140","TCP","54","56040  >  80 [ACK] Seq=2406 Ack=15696 Win=65700 Len=0","56040","80"
"1149","28.040120","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=13250 Ack=2403 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1150","28.040996","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=14710 Ack=2403 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1151","28.040998","65.54.95.140","192.168.3.131","TCP","1514","80  >  56039 [ACK] Seq=16170 Ack=2403 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56039"
"1152","28.041001","65.54.95.140","192.168.3.131","HTTP","80","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56039"
"1153","28.041086","192.168.3.131","65.54.95.140","TCP","54","56039  >  80 [ACK] Seq=2403 Ack=17656 Win=65700 Len=0","56039","80"
"1154","28.041958","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=13374 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1155","28.041960","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=14834 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1156","28.041961","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=16294 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1157","28.042027","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=17754 Win=65700 Len=0","56036","80"
"1158","28.042832","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=17754 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1159","28.043938","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=19214 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1160","28.043978","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=20674 Win=65700 Len=0","56036","80"
"1161","28.044936","192.168.3.131","65.54.95.216","TCP","54","[TCP Window Update] 56044  >  80 [ACK] Seq=531 Ack=18114 Win=65700 Len=0","56044","80"
"1162","28.045485","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=20674 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1163","28.045488","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=22134 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1164","28.045521","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=23594 Win=65700 Len=0","56036","80"
"1165","28.046267","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=23594 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1166","28.049437","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=25054 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1167","28.049495","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=26514 Win=65700 Len=0","56036","80"
"1168","28.050292","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=26514 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1169","28.051103","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=27974 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1170","28.051125","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=29434 Win=62780 Len=0","56036","80"
"1171","28.051911","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=29434 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1172","28.053925","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=30894 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1173","28.053957","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=32354 Win=59860 Len=0","56036","80"
"1174","28.054746","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=32354 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1175","28.054747","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=33814 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1176","28.054780","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=35274 Win=56940 Len=0","56036","80"
"1177","28.056406","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=35274 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1178","28.056410","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=36734 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1179","28.056466","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=38194 Win=54020 Len=0","56036","80"
"1180","28.058041","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=38194 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1181","28.058043","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=39654 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1182","28.058044","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=41114 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1183","28.058119","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=42574 Win=49640 Len=0","56036","80"
"1184","28.058904","65.54.95.140","192.168.3.131","TCP","1514","80  >  56036 [ACK] Seq=42574 Ack=2401 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","56036"
"1185","28.058905","65.54.95.140","192.168.3.131","HTTP","886","HTTP/1.1 200 OK  (JPEG JFIF image)","80","56036"
"1186","28.058942","192.168.3.131","65.54.95.140","TCP","54","56036  >  80 [ACK] Seq=2401 Ack=44866 Win=47348 Len=0","56036","80"
"1187","28.220248","192.168.3.131","65.55.5.232","TCP","54","55962  >  80 [ACK] Seq=1371 Ack=2661 Win=64240 Len=0","55962","80"
"1188","28.230242","192.168.3.131","65.54.95.140","TCP","54","56027  >  80 [ACK] Seq=2415 Ack=4483 Win=65700 Len=0","56027","80"
"1189","28.291115","192.168.3.131","65.54.95.140","TCP","54","[TCP Window Update] 56036  >  80 [ACK] Seq=2401 Ack=44866 Win=65700 Len=0","56036","80"
"1190","28.325620","192.168.3.131","66.220.149.32","TCP","66","56048  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56048","80"
"1191","28.356503","66.220.149.32","192.168.3.131","TCP","66","80  >  56048 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1","80","56048"
"1192","28.356561","192.168.3.131","66.220.149.32","TCP","54","56048  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","56048","80"
"1193","28.390787","66.220.149.32","192.168.3.131","TCP","60","[TCP ACKed unseen segment] 80  >  56048 [ACK] Seq=1 Ack=1461 Win=5840 Len=0","80","56048"
"1194","28.421795","66.220.149.32","192.168.3.131","HTTP","365","[TCP ACKed unseen segment] HTTP/1.1 302 Found ","80","56048"
"1195","28.432484","192.168.3.131","206.108.207.163","TCP","66","56049  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56049","80"
"1196","28.441455","206.108.207.163","192.168.3.131","TCP","66","80  >  56049 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1 WS=32","80","56049"
"1197","28.441499","192.168.3.131","206.108.207.163","TCP","54","56049  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","56049","80"
"1198","28.441961","192.168.3.131","206.108.207.163","HTTP","594","GET /connect/xd_proxy.php HTTP/1.1 ","56049","80"
"1199","28.451200","206.108.207.163","192.168.3.131","TCP","60","80  >  56049 [ACK] Seq=1 Ack=541 Win=6944 Len=0","80","56049"
"1200","28.452180","206.108.207.163","192.168.3.131","TCP","1514","80  >  56049 [ACK] Seq=1 Ack=541 Win=6944 Len=1460 [TCP segment of a reassembled PDU]","80","56049"
"1201","28.452182","206.108.207.163","192.168.3.131","HTTP","345","HTTP/1.1 200 OK  (text/html)","80","56049"
"1202","28.452243","192.168.3.131","206.108.207.163","TCP","54","56049  >  80 [ACK] Seq=541 Ack=1752 Win=65700 Len=0","56049","80"
"1203","28.473264","192.168.3.131","65.54.95.140","HTTP","673","GET /br/csl/scp/img/13/y35.gif HTTP/1.1 ","56027","80"
"1204","28.487690","65.54.95.140","192.168.3.131","HTTP","1304","HTTP/1.1 200 OK  (GIF89a)","80","56027"
"1205","28.500690","192.168.3.131","65.55.5.232","HTTP","804","GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CELHM3&AP=1089 HTTP/1.1 ","55957","80"
"1206","28.501471","66.235.139.121","192.168.3.131","TCP","60","[TCP ACKed unseen segment] 80  >  56021 [ACK] Seq=1370 Ack=5022 Win=9401 Len=0","80","56021"
"1207","28.501740","192.168.3.131","66.235.139.121","TCP","66","56050  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56050","80"
"1208","28.503509","66.235.139.121","192.168.3.131","HTTP","631","[TCP ACKed unseen segment] HTTP/1.1 200 OK  (GIF89a)","80","56021"
"1209","28.507854","192.168.3.131","207.46.0.109","TCP","66","56051  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56051","80"
"1210","28.520957","65.55.5.232","192.168.3.131","HTTP","1494","HTTP/1.1 200 OK  (text/html)","80","55957"
"1211","28.531918","66.235.139.121","192.168.3.131","TCP","66","80  >  56050 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1","80","56050"
"1212","28.531975","192.168.3.131","66.235.139.121","TCP","54","56050  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","56050","80"
"1213","28.534485","192.168.3.131","207.46.148.38","TCP","66","56052  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56052","80"
"1214","28.535831","192.168.3.131","66.235.133.62","TCP","66","56053  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","56053","80"
"1215","28.537893","66.235.139.121","192.168.3.131","TCP","60","[TCP ACKed unseen segment] 80  >  56021 [ACK] Seq=1947 Ack=6482 Win=10861 Len=0","80","56021"
"1216","28.539474","66.235.139.121","192.168.3.131","HTTP","631","[TCP ACKed unseen segment] HTTP/1.1 200 OK  (GIF89a)","80","56021"
